num samples: 5000
NUM_TRAIN_SAMPLES: 4999
NUM_TRAIN_BATCHES: 50
NUM_TEST_SAMPLES: 4999
NUM_TEST_BATCHES: 50
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 40
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba10_5k_0.15.pickle
../data/final/edges_ba10.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 40
NUM_DYN_EPOCHS_INIT: 40
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
--------------------- Start training ------------------------
evaluating individudal 0 - c991f7e4d2dd6f24. Mean loss in evaluation epoch: 0.38539478182792664, epochs needed: 40
evaluating individudal 22 - 7cf8c8036172f62a. Mean loss in evaluation epoch: 0.37822073698043823, epochs needed: 40
evaluating individudal 23 - be50fc38c5badc76. Mean loss in evaluation epoch: 0.37764036655426025, epochs needed: 40
evaluating individudal 24 - 741724e40b379d9f. Mean loss in evaluation epoch: 0.3841525912284851, epochs needed: 40
evaluating individudal 25 - f8714e69fc0a03d7. Mean loss in evaluation epoch: 0.38349902629852295, epochs needed: 40
evaluating individudal 26 - 83e4d69eab4f4788. Mean loss in evaluation epoch: 0.3844391405582428, epochs needed: 40
evaluating individudal 27 - 03f6afceea4781ba. Mean loss in evaluation epoch: 0.3800947964191437, epochs needed: 40
evaluating individudal 28 - fccb6985b5b53046. Mean loss in evaluation epoch: 0.38240382075309753, epochs needed: 40
evaluating individudal 29 - cfa61504b583612a. Mean loss in evaluation epoch: 0.3806644082069397, epochs needed: 40
evaluating individudal 30 - 939fe5a33a6aeb95. Mean loss in evaluation epoch: 0.3767096698284149, epochs needed: 40
evaluating individudal 31 - 146a69d0d5569359. Mean loss in evaluation epoch: 0.3761124610900879, epochs needed: 40
evaluating individudal 32 - 12837859a62a676b. Mean loss in evaluation epoch: 0.3789251744747162, epochs needed: 40
evaluating individudal 33 - 30c7df05f84ce844. Mean loss in evaluation epoch: 0.37829676270484924, epochs needed: 40
evaluating individudal 34 - 1a838f370853d43d. Mean loss in evaluation epoch: 0.38217970728874207, epochs needed: 40
evaluating individudal 35 - c551eb8a6c083bb1. Mean loss in evaluation epoch: 0.3797771632671356, epochs needed: 40
evaluating individudal 36 - 26d732173343750b. Mean loss in evaluation epoch: 0.37893804907798767, epochs needed: 40
evaluating individudal 37 - 5cc3f56d122c6f44. Mean loss in evaluation epoch: 0.38026461005210876, epochs needed: 40
evaluating individudal 38 - 42955770f2cd5016. Mean loss in evaluation epoch: 0.38196495175361633, epochs needed: 40
evaluating individudal 39 - d9e45d0bf2d4e660. Mean loss in evaluation epoch: 0.37558713555336, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3714602589607239, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37203478813171387, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3714977204799652, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3716583549976349, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37206459045410156, epochs needed: 40
evaluating individudal 5 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37210389971733093, epochs needed: 40
evaluating individudal 6 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3721134066581726, epochs needed: 40
evaluating individudal 7 - e1b234e2f1fd99b4. Mean loss in evaluation epoch: 0.3738391697406769, epochs needed: 40
evaluating individudal 8 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37243354320526123, epochs needed: 40
evaluating individudal 9 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37287741899490356, epochs needed: 40
Round 23 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 11
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.3714602589607239
Timestamp: 11603.386229620999
---------------------------------------------------------------
evaluating individudal 0 - c0f06d10697db881. Mean loss in evaluation epoch: 0.38579344749450684, epochs needed: 40
evaluating individudal 1 - 0aec1492aacb2431. Mean loss in evaluation epoch: 0.37945547699928284, epochs needed: 40
evaluating individudal 2 - 517624ca923d2dce. Mean loss in evaluation epoch: 0.38063451647758484, epochs needed: 40
evaluating individudal 3 - af43a85af4227c0a. Mean loss in evaluation epoch: 0.3819738030433655, epochs needed: 40
evaluating individudal 4 - cf9ba4a428dfe26f. Mean loss in evaluation epoch: 0.37976694107055664, epochs needed: 40
evaluating individudal 5 - c17f92ebf9fc432b. Mean loss in evaluation epoch: 0.37465739250183105, epochs needed: 40
evaluating individudal 6 - 21aee8b9aa6da4f7. Mean loss in evaluation epoch: 0.38203540444374084, epochs needed: 40
evaluating individudal 7 - f77881d13123b093. Mean loss in evaluation epoch: 0.37917566299438477, epochs needed: 40
evaluating individudal 8 - 3d64a99085da1494. Mean loss in evaluation epoch: 0.38218021392822266, epochs needed: 40
evaluating individudal 9 - 674b56c23f45f18d. Mean loss in evaluation epoch: 0.3802468776702881, epochs needed: 40
evaluating individudal 10 - cd18d91ff9813658. Mean loss in evaluation epoch: 0.38579368591308594, epochs needed: 40
evaluating individudal 11 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37169113755226135, epochs needed: 40
evaluating individudal 12 - c241c255aacbf315. Mean loss in evaluation epoch: 0.3814617395401001, epochs needed: 40
evaluating individudal 13 - 357329122d5b9bae. Mean loss in evaluation epoch: 0.3815741240978241, epochs needed: 40
evaluating individudal 14 - 2af37517f138a1e0. Mean loss in evaluation epoch: 0.37982311844825745, epochs needed: 40
evaluating individudal 15 - 1c137695e30cbfc8. Mean loss in evaluation epoch: 0.38053402304649353, epochs needed: 40
evaluating individudal 16 - ef953e58381c6571. Mean loss in evaluation epoch: 0.38117697834968567, epochs needed: 40
evaluating individudal 17 - 82df1de53b2c71c6. Mean loss in evaluation epoch: 0.37912970781326294, epochs needed: 40
evaluating individudal 18 - c5ee7a311941688e. Mean loss in evaluation epoch: 0.3781949579715729, epochs needed: 40
evaluating individudal 19 - 8843e87d8c98e29b. Mean loss in evaluation epoch: 0.381735235452652, epochs needed: 40
evaluating individudal 20 - e4d2914bb02fdbad. Mean loss in evaluation epoch: 0.38485175371170044, epochs needed: 40
evaluating individudal 21 - a8b7e7920e139e57. Mean loss in evaluation epoch: 0.37946128845214844, epochs needed: 40
evaluating individudal 22 - 76ec8a31aec4b752. Mean loss in evaluation epoch: 0.3831244707107544, epochs needed: 40
evaluating individudal 23 - e6a75f0b974bf657. Mean loss in evaluation epoch: 0.3827742338180542, epochs needed: 40
evaluating individudal 24 - ac7101fdf1bd0a04. Mean loss in evaluation epoch: 0.3742622435092926, epochs needed: 40
evaluating individudal 25 - 0354477bef843ca5. Mean loss in evaluation epoch: 0.38044172525405884, epochs needed: 40
evaluating individudal 26 - eb66f5908faffe47. Mean loss in evaluation epoch: 0.38451847434043884, epochs needed: 40
evaluating individudal 27 - 3ae8e970fc8204e9. Mean loss in evaluation epoch: 0.3825136423110962, epochs needed: 40
evaluating individudal 28 - b6f0e4d99683afd4. Mean loss in evaluation epoch: 0.3832715153694153, epochs needed: 40
evaluating individudal 29 - eb37937b887f5e72. Mean loss in evaluation epoch: 0.3779497742652893, epochs needed: 40
evaluating individudal 30 - 5afa27abc042d807. Mean loss in evaluation epoch: 0.37659284472465515, epochs needed: 40
evaluating individudal 31 - e74c448864ac64bc. Mean loss in evaluation epoch: 0.3799055814743042, epochs needed: 40
evaluating individudal 32 - c791d3f1068be130. Mean loss in evaluation epoch: 0.38123464584350586, epochs needed: 40
evaluating individudal 33 - 9e6718461687cad4. Mean loss in evaluation epoch: 0.3802170157432556, epochs needed: 40
evaluating individudal 34 - 6b3322827e1bcd73. Mean loss in evaluation epoch: 0.3796032965183258, epochs needed: 40
evaluating individudal 35 - df8f5a8f960b4e27. Mean loss in evaluation epoch: 0.38211488723754883, epochs needed: 40
evaluating individudal 36 - 845bab58f0fddcd2. Mean loss in evaluation epoch: 0.37770816683769226, epochs needed: 40
evaluating individudal 37 - 4d16f1310aa52067. Mean loss in evaluation epoch: 0.38584938645362854, epochs needed: 40
evaluating individudal 38 - a1da90ccb809e4c5. Mean loss in evaluation epoch: 0.3796449899673462, epochs needed: 40
evaluating individudal 39 - e01dc09848a20ae3. Mean loss in evaluation epoch: 0.3749755024909973, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3719996213912964, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3716158866882324, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37157171964645386, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37191763520240784, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37186145782470703, epochs needed: 40
evaluating individudal 5 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37233057618141174, epochs needed: 40
evaluating individudal 6 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3722827434539795, epochs needed: 40
evaluating individudal 7 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3726448714733124, epochs needed: 40
evaluating individudal 8 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3724690079689026, epochs needed: 40
evaluating individudal 9 - e1b234e2f1fd99b4. Mean loss in evaluation epoch: 0.37317243218421936, epochs needed: 40
Round 24 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 12
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37157171964645386
Timestamp: 12112.268596163005
---------------------------------------------------------------
evaluating individudal 0 - fdb9275f3ea0b49e. Mean loss in evaluation epoch: 0.38446125388145447, epochs needed: 40
evaluating individudal 1 - 2d821dac70682a9f. Mean loss in evaluation epoch: 0.3790649473667145, epochs needed: 40
evaluating individudal 2 - 9621c82634defd43. Mean loss in evaluation epoch: 0.3819529712200165, epochs needed: 40
evaluating individudal 3 - 18f67fe8e4049032. Mean loss in evaluation epoch: 0.38144001364707947, epochs needed: 40
evaluating individudal 4 - b8f6eb62e4acacc1. Mean loss in evaluation epoch: 0.377781480550766, epochs needed: 40
evaluating individudal 5 - fbfe52cb4745c4d3. Mean loss in evaluation epoch: 0.37877029180526733, epochs needed: 40
evaluating individudal 6 - 790e874c7fc878ae. Mean loss in evaluation epoch: 0.3762660622596741, epochs needed: 40
evaluating individudal 7 - 5f32c5b72d49ca74. Mean loss in evaluation epoch: 0.38019973039627075, epochs needed: 40
evaluating individudal 8 - 37da8305e18cd418. Mean loss in evaluation epoch: 0.3793886601924896, epochs needed: 40
evaluating individudal 9 - 308b1c09181fa10c. Mean loss in evaluation epoch: 0.38172832131385803, epochs needed: 40
evaluating individudal 10 - 5a229395e3734859. Mean loss in evaluation epoch: 0.37855419516563416, epochs needed: 40
evaluating individudal 11 - fd1da27e9150bd9d. Mean loss in evaluation epoch: 0.38057535886764526, epochs needed: 40
evaluating individudal 12 - a0281b44427ebf89. Mean loss in evaluation epoch: 0.37877291440963745, epochs needed: 40
evaluating individudal 13 - 18d68db40b57ce81. Mean loss in evaluation epoch: 0.3785596787929535, epochs needed: 40
evaluating individudal 14 - 611a0cb7875ce5bd. Mean loss in evaluation epoch: 0.37858709692955017, epochs needed: 40
evaluating individudal 15 - b04e29c6db9727aa. Mean loss in evaluation epoch: 0.37833499908447266, epochs needed: 40
evaluating individudal 16 - 1072ebfaf09152b1. Mean loss in evaluation epoch: 0.38064655661582947, epochs needed: 40
evaluating individudal 17 - c011927abee60129. Mean loss in evaluation epoch: 0.3782396614551544, epochs needed: 40
evaluating individudal 18 - 2723e262b1af18d3. Mean loss in evaluation epoch: 0.38119831681251526, epochs needed: 40
evaluating individudal 19 - 058e7c4b60eadfa8. Mean loss in evaluation epoch: 0.3784850537776947, epochs needed: 40
evaluating individudal 20 - d8c76e04f04b241b. Mean loss in evaluation epoch: 0.37944507598876953, epochs needed: 40
evaluating individudal 21 - 9f84e1ca879fd8cf. Mean loss in evaluation epoch: 0.388435959815979, epochs needed: 40
evaluating individudal 22 - bc02d7c73c7694ce. Mean loss in evaluation epoch: 0.3793770372867584, epochs needed: 40
evaluating individudal 23 - b8e59fab72bae2b7. Mean loss in evaluation epoch: 0.38336998224258423, epochs needed: 40
evaluating individudal 24 - 93081b27d5fabaf5. Mean loss in evaluation epoch: 0.38187265396118164, epochs needed: 40
evaluating individudal 25 - 95cda1a122929055. Mean loss in evaluation epoch: 0.3855646550655365, epochs needed: 40
evaluating individudal 26 - e243c54db6a5693f. Mean loss in evaluation epoch: 0.3788829743862152, epochs needed: 40
evaluating individudal 27 - dc3dc349f75cc492. Mean loss in evaluation epoch: 0.38097795844078064, epochs needed: 40
evaluating individudal 28 - 9418a74561a392f0. Mean loss in evaluation epoch: 0.3814878761768341, epochs needed: 40
evaluating individudal 29 - b6a865ae9c4003fa. Mean loss in evaluation epoch: 0.37771597504615784, epochs needed: 40
evaluating individudal 30 - 727482236f2dafa2. Mean loss in evaluation epoch: 0.379723459482193, epochs needed: 40
evaluating individudal 31 - 22e0b3fa247cc453. Mean loss in evaluation epoch: 0.3811943233013153, epochs needed: 40
evaluating individudal 32 - 43e8645a7946eef3. Mean loss in evaluation epoch: 0.37794119119644165, epochs needed: 40
evaluating individudal 33 - 51e881927a086da5. Mean loss in evaluation epoch: 0.3785959780216217, epochs needed: 40
evaluating individudal 34 - a1946f6a6dd8c1d8. Mean loss in evaluation epoch: 0.3803309500217438, epochs needed: 40
evaluating individudal 35 - b087279774c80b63. Mean loss in evaluation epoch: 0.3810610771179199, epochs needed: 40
evaluating individudal 36 - 9a204fcb578f9567. Mean loss in evaluation epoch: 0.38057470321655273, epochs needed: 40
evaluating individudal 37 - 8b4cd2f03d5bc6fc. Mean loss in evaluation epoch: 0.3811000883579254, epochs needed: 40
evaluating individudal 38 - 7a2da1a073a67cc7. Mean loss in evaluation epoch: 0.37990501523017883, epochs needed: 40
evaluating individudal 39 - 72114ac86befea21. Mean loss in evaluation epoch: 0.3761741518974304, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37164565920829773, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3718487322330475, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3723885118961334, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37146076560020447, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3718471825122833, epochs needed: 40
evaluating individudal 5 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37178802490234375, epochs needed: 40
evaluating individudal 6 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3727410137653351, epochs needed: 40
evaluating individudal 7 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3730488419532776, epochs needed: 40
evaluating individudal 8 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37422889471054077, epochs needed: 40
evaluating individudal 9 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3728497624397278, epochs needed: 40
Round 25 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 13
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37146076560020447
Timestamp: 12621.238094806002
---------------------------------------------------------------
evaluating individudal 0 - 2b46c3a528f91cd1. Mean loss in evaluation epoch: 0.37627673149108887, epochs needed: 40
evaluating individudal 1 - 806add87fcb67ac1. Mean loss in evaluation epoch: 0.37745124101638794, epochs needed: 40
evaluating individudal 2 - 46c5c1b91568dce9. Mean loss in evaluation epoch: 0.37983429431915283, epochs needed: 40
evaluating individudal 3 - 8f488bf50a453d94. Mean loss in evaluation epoch: 0.3846641480922699, epochs needed: 40
evaluating individudal 4 - 7a82b8b49dda99d7. Mean loss in evaluation epoch: 0.3793671429157257, epochs needed: 40
evaluating individudal 5 - eeecf0556d8c04ce. Mean loss in evaluation epoch: 0.38261884450912476, epochs needed: 40
evaluating individudal 6 - c292f5043874c72a. Mean loss in evaluation epoch: 0.38711535930633545, epochs needed: 40
evaluating individudal 7 - dcbe76d52ee10c78. Mean loss in evaluation epoch: 0.3831787407398224, epochs needed: 40
evaluating individudal 8 - 0af4b0c3d597eb8d. Mean loss in evaluation epoch: 0.37998491525650024, epochs needed: 40
evaluating individudal 9 - b924174a7db28679. Mean loss in evaluation epoch: 0.3774718642234802, epochs needed: 40
evaluating individudal 10 - 4f6613dbfac9b0fc. Mean loss in evaluation epoch: 0.38591301441192627, epochs needed: 40
evaluating individudal 11 - ca8c390867823818. Mean loss in evaluation epoch: 0.3773657977581024, epochs needed: 40
evaluating individudal 12 - 00edc8c38c36ed96. Mean loss in evaluation epoch: 0.38580626249313354, epochs needed: 40
evaluating individudal 13 - 376321dfe4f6643b. Mean loss in evaluation epoch: 0.38315656781196594, epochs needed: 40
evaluating individudal 14 - ade03743af050984. Mean loss in evaluation epoch: 0.3831612169742584, epochs needed: 40
evaluating individudal 15 - 4416e45024bbcb70. Mean loss in evaluation epoch: 0.3867855370044708, epochs needed: 40
evaluating individudal 16 - e76fdb63e852ba77. Mean loss in evaluation epoch: 0.38256582617759705, epochs needed: 40
evaluating individudal 17 - e0c10cec90da3a68. Mean loss in evaluation epoch: 0.37523916363716125, epochs needed: 40
evaluating individudal 18 - ff55ff641ce87b20. Mean loss in evaluation epoch: 0.3787027597427368, epochs needed: 40
evaluating individudal 19 - 22c74213e8d0c3dc. Mean loss in evaluation epoch: 0.3830440938472748, epochs needed: 40
evaluating individudal 20 - b1a2fa6d11391d0c. Mean loss in evaluation epoch: 0.37899360060691833, epochs needed: 40
evaluating individudal 21 - 9a80cf290bb7c0b4. Mean loss in evaluation epoch: 0.37808096408843994, epochs needed: 40
evaluating individudal 22 - eba2c6cc3088175e. Mean loss in evaluation epoch: 0.37651389837265015, epochs needed: 40
evaluating individudal 23 - 26a2cae69f3759a0. Mean loss in evaluation epoch: 0.38104110956192017, epochs needed: 40
evaluating individudal 24 - e31e234a512f3402. Mean loss in evaluation epoch: 0.37911131978034973, epochs needed: 40
evaluating individudal 25 - 298564f4b20fd132. Mean loss in evaluation epoch: 0.38688698410987854, epochs needed: 40
evaluating individudal 26 - d1028fca5b7be217. Mean loss in evaluation epoch: 0.378711462020874, epochs needed: 40
evaluating individudal 27 - 2a9a2dc3982dcff8. Mean loss in evaluation epoch: 0.3780410587787628, epochs needed: 40
evaluating individudal 28 - 2bc55b4fd9cea01c. Mean loss in evaluation epoch: 0.38033315539360046, epochs needed: 40
evaluating individudal 29 - fb395c1f77f8778f. Mean loss in evaluation epoch: 0.37696775794029236, epochs needed: 40
evaluating individudal 30 - 277ab63bec58e605. Mean loss in evaluation epoch: 0.38638418912887573, epochs needed: 40
evaluating individudal 31 - 2738ee793394fc77. Mean loss in evaluation epoch: 0.3745967149734497, epochs needed: 40
evaluating individudal 32 - 09a6e83cdfbf44cc. Mean loss in evaluation epoch: 0.38207489252090454, epochs needed: 40
evaluating individudal 33 - 3ab6b5c131f8e7fb. Mean loss in evaluation epoch: 0.38332927227020264, epochs needed: 40
evaluating individudal 34 - b30b4159ddcbb7ef. Mean loss in evaluation epoch: 0.3795531690120697, epochs needed: 40
evaluating individudal 35 - a6d6f8fdfd899504. Mean loss in evaluation epoch: 0.3856147825717926, epochs needed: 40
evaluating individudal 36 - 23d682b45cd94662. Mean loss in evaluation epoch: 0.37948694825172424, epochs needed: 40
evaluating individudal 37 - 17a296cb2fcd5341. Mean loss in evaluation epoch: 0.38447654247283936, epochs needed: 40
evaluating individudal 38 - 77bc6d6d1c3e1562. Mean loss in evaluation epoch: 0.38527944684028625, epochs needed: 40
evaluating individudal 39 - ead7f4c38eb07f1f. Mean loss in evaluation epoch: 0.3777991831302643, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37168794870376587, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37213197350502014, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3724019527435303, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3719710409641266, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3717072904109955, epochs needed: 40
evaluating individudal 5 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3738877475261688, epochs needed: 40
evaluating individudal 6 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3739307224750519, epochs needed: 40
evaluating individudal 7 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37390097975730896, epochs needed: 40
evaluating individudal 8 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37232550978660583, epochs needed: 40
evaluating individudal 9 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37231573462486267, epochs needed: 40
Round 26 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 14
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37168794870376587
Timestamp: 13136.778897593002
---------------------------------------------------------------
evaluating individudal 0 - 79dbc1f293c85d85. Mean loss in evaluation epoch: 0.373625248670578, epochs needed: 40
evaluating individudal 1 - beebd7b921a84ead. Mean loss in evaluation epoch: 0.38672658801078796, epochs needed: 40
evaluating individudal 2 - f36b154ca36c3666. Mean loss in evaluation epoch: 0.37808290123939514, epochs needed: 40
evaluating individudal 3 - 862942d17322e59d. Mean loss in evaluation epoch: 0.3781069815158844, epochs needed: 40
evaluating individudal 4 - 8932acb1698c18a4. Mean loss in evaluation epoch: 0.37849676609039307, epochs needed: 40
evaluating individudal 5 - 465f938743933359. Mean loss in evaluation epoch: 0.3780824840068817, epochs needed: 40
evaluating individudal 6 - 272d6041fe19414d. Mean loss in evaluation epoch: 0.3803423345088959, epochs needed: 40
evaluating individudal 7 - e13916420fd37157. Mean loss in evaluation epoch: 0.38225433230400085, epochs needed: 40
evaluating individudal 8 - f0e803ecdc64cad7. Mean loss in evaluation epoch: 0.37932685017585754, epochs needed: 40
evaluating individudal 9 - 0c4e2943ee4c5c1f. Mean loss in evaluation epoch: 0.37628173828125, epochs needed: 40
evaluating individudal 10 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.37202170491218567, epochs needed: 40
evaluating individudal 11 - 43cb38b637c942e8. Mean loss in evaluation epoch: 0.3861151933670044, epochs needed: 40
evaluating individudal 12 - f6966fa6fbfdcd91. Mean loss in evaluation epoch: 0.37792491912841797, epochs needed: 40
evaluating individudal 13 - 47d093a77ce49f49. Mean loss in evaluation epoch: 0.3800979554653168, epochs needed: 40
evaluating individudal 14 - 8940f47ce72fa34c. Mean loss in evaluation epoch: 0.38158273696899414, epochs needed: 40
evaluating individudal 15 - 78b2e61114e6072f. Mean loss in evaluation epoch: 0.38240668177604675, epochs needed: 40
evaluating individudal 16 - 278fe24d91dcf815. Mean loss in evaluation epoch: 0.3751513957977295, epochs needed: 40
evaluating individudal 17 - 436f8ab316ebdafd. Mean loss in evaluation epoch: 0.38581132888793945, epochs needed: 40
evaluating individudal 18 - 1ec01df0a7c7c9e9. Mean loss in evaluation epoch: 0.3812657594680786, epochs needed: 40
evaluating individudal 19 - dbafbb1cb3774423. Mean loss in evaluation epoch: 0.3796122670173645, epochs needed: 40
evaluating individudal 20 - 8b76f543848e12f6. Mean loss in evaluation epoch: 0.38466230034828186, epochs needed: 40
evaluating individudal 21 - d50ad48c11807aa1. Mean loss in evaluation epoch: 0.37528806924819946, epochs needed: 40
evaluating individudal 22 - 49f4120610f1508e. Mean loss in evaluation epoch: 0.3815344572067261, epochs needed: 40
evaluating individudal 23 - 045aeb57640115da. Mean loss in evaluation epoch: 0.38281214237213135, epochs needed: 40
evaluating individudal 24 - 0aae9b5b0d6269f0. Mean loss in evaluation epoch: 0.37952089309692383, epochs needed: 40
evaluating individudal 25 - e60df00eb4ebf7f9. Mean loss in evaluation epoch: 0.38149207830429077, epochs needed: 40
evaluating individudal 26 - 68792b5c71b05bcf. Mean loss in evaluation epoch: 0.38325977325439453, epochs needed: 40
evaluating individudal 27 - 3517550a9f527680. Mean loss in evaluation epoch: 0.3802565038204193, epochs needed: 40
evaluating individudal 28 - 87088c9d04859ac5. Mean loss in evaluation epoch: 0.38519319891929626, epochs needed: 40
evaluating individudal 29 - 399ab1f81aaf7846. Mean loss in evaluation epoch: 0.37879860401153564, epochs needed: 40
evaluating individudal 30 - a47785b2c452e1d1. Mean loss in evaluation epoch: 0.381251722574234, epochs needed: 40
evaluating individudal 31 - 6c59510a8c9e8bea. Mean loss in evaluation epoch: 0.38269972801208496, epochs needed: 40
evaluating individudal 32 - f1cf3679bf8aa6e5. Mean loss in evaluation epoch: 0.39042943716049194, epochs needed: 40
evaluating individudal 33 - 3ffee6b570cf307d. Mean loss in evaluation epoch: 0.3827064037322998, epochs needed: 40
evaluating individudal 34 - 3b76727bcce7be46. Mean loss in evaluation epoch: 0.38088512420654297, epochs needed: 40
evaluating individudal 35 - 17c2cc9d42c00dec. Mean loss in evaluation epoch: 0.37467947602272034, epochs needed: 40
evaluating individudal 36 - 0f6868c6384bb5ec. Mean loss in evaluation epoch: 0.37782472372055054, epochs needed: 40
evaluating individudal 37 - 91938ae2363f6661. Mean loss in evaluation epoch: 0.38133811950683594, epochs needed: 40
evaluating individudal 38 - b29c58563cebac26. Mean loss in evaluation epoch: 0.3785330057144165, epochs needed: 40
evaluating individudal 39 - baf002880ba86a3d. Mean loss in evaluation epoch: 0.37531769275665283, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3723994791507721, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.371754914522171, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3717592656612396, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37156280875205994, epochs needed: 40
evaluating individudal 4 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37354543805122375, epochs needed: 40
evaluating individudal 5 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37272414565086365, epochs needed: 40
evaluating individudal 6 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.371489018201828, epochs needed: 40
evaluating individudal 7 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37285318970680237, epochs needed: 40
evaluating individudal 8 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3726557195186615, epochs needed: 40
